section_id,message_ar,message_en
4,أنت الفجر الذي أرجوه، والنور الذي لا يغادرني.,"You're the dawn I pray for, the light that never leaves me."
4,أنت الحنين الذي أهرب منه إليك، فلا مفر من حبك.,You are the longing I flee to—there's no escape from love.
4,كل حرف منك حياة، وكل غياب لك موت مؤجل.,"Every word from you is life, and your absence is quiet death."
4,أنت قصيدة عشق لم أكتبها، لكنها تسكن كل حروفي.,"You are the poem I never wrote, yet fills all I ever say."
4,أنتَ القصيدة التي لم أكتبها، لكنّ كل الحروف تنحني إذا نُطق اسمك.,"You are the poem I never wrote, yet every word bows when your name is spoken."
4,حين تغيب، تتعثر بي الأيام، وأمشي في العمر حافي الروح.,"When you're gone, days trip over me like barefoot sadness walking time."
4,أنت لست غائبًا، أنت الغيم الذي يسكن سماءي ولا يمطر.,"You’re not absent, you're the cloud that shadows me but never rains."
4,كل الطرقات تؤلمني لأنها لا تؤدي إليك، وكل الأمكنة تُغربني.,"Every road hurts because none of them lead to you, every place feels foreign."
4,في غيابك، حتى القصائد تبكي، والحبر يتلعثم حين يكتب عنك.,"In your absence, even poems cry and the ink stutters to speak of you."
4,أشتاقك كما تشتاق الأرض ظلها في قيظ الغياب الطويل.,I miss you like the earth misses its shadow in a summer of distance.
4,أنت الذي لا يُنسى، وإن غابت ملامحك من الصور، تبقى في نبضي.,"You remain unforgettable; your shape fades from photos, but not my pulse."
4,أنتَ أكثر من حب، أنتَ دينٌ أعتنقه كلما اشتد قلقي من الحياة.,You are more than love—you are faith I cling to when life trembles.
4,يا من تسكنني كالعطر، وجودك لا يُرى لكن يُحس في كل شيء.,"You live in me like perfume: unseen, yet sensed in every breath."
4,كل مساء لا تكون فيه، يكون ناقصًا كقصيدة بلا قافية.,Every evening without you is an unfinished poem with no rhyme.
4,أحنّ إليك شوق الشجرة لورقها بعد خريف نازف.,I ache for you like trees ache for leaves after bleeding autumns.
4,أنتَ صمتي حين تزدحم الأصوات، ودمعتي حين تعجز الكلمات.,"You are my silence in the noise, and my tears when words run dry."
4,غيابك أرهق قلبي، كأنك لست غائبًا، بل أنا الغريب عنك.,Your absence broke me like a name removed from its language.
4,أنتَ وصوتك حنين لا يشيخ، وصورة لا تشيخ في القلب.,"Your voice never ages in my memory, your face never fades."
4,أكتبك لا لأنك بعيد، بل لأنك الأقرب إلى النبض دون أن تدري.,"I write you not because you're far, but because you're closest to my heart."
4,أنت الغياب الذي حضر في كل شيء، حتى في انعكاس وجهي في المرآة.,You’re the absence that appears in everything—even my reflection misses you.
4,كل شيء بدونك ناقص، حتى اسمي يبدو غريبًا دون نُطقك له.,"Without your voice, even my name feels strange on my tongue."
4,أحبك حبًا لا تشرحه اللغة، ولا تحتويه دفاتر العاشقين.,"I love you in a way no language dares to hold, beyond every poem."
4,شوقي إليك لا يعرف موسمه، يأتيني كما يداهم المطر نافذتي.,My longing has no season—it pours like rain on windows I never close.
4,أشتاقك شوق البحّار لليابسة بعد سنين من التيه.,I miss you like a sailor misses land after endless years of drifting.
4,أنت النداء الذي يتردد في داخلي، رغم أني لم أسمعه منك يومًا.,"You're the echo I hear inside, even though you've never called."
4,كل لحظة تمرّ بي دونك، تسلبني جزءًا من دمي وذاكرتي.,Every moment without you drains my blood and clouds my memory.
4,أنت البداية التي ما تلتها نهاية، والحكاية التي لم تملّني يومًا.,"You're the beginning without end, the story that refuses to grow old."
4,أحنّ إليك وأنا بين الجميع، كأنني وحدي في هذا الزحام.,"I ache for you in crowds, lost as if I stand alone."
4,أراك في انعكاس القمر على النافذة، وفي ارتباك قلبي حين أسمع اسمك.,I see you in the moon’s reflection and in my trembling heart.
4,أنا المنفي فيك، كل المنافي لا تشبه الغربة التي خلفها غيابك.,I’m exiled within you; no distance matches the ache your absence leaves.
4,أحبك كأنك الحياة بعد غيبوبة، والضوء بعد غسق طويل.,"I love you like waking after a coma, like sunrise after endless dusk."
4,أنتَ التفاصيل التي لا تُقال، والدفء الذي لا يُوصف.,"You're the unspeakable detail, the warmth no words can capture."
4,كم مرّة سأقول إني أشتاق؟ كل مرة لا تكفي واحدة من غياباتك.,How many times can I say I miss you? None are enough for one silence.
4,كل أعياد الكون لا تعني لي شيئًا ما دمت بعيدًا عن حضني.,Every celebration means nothing if you're not near to hold.
4,أنتَ المطر الذي بلّل قلبي، حتى دون أن تمطر.,"You're the rain that soaked my heart, without ever falling."
4,أكتب إليك لأن الكتابة هي الطريقة الوحيدة لملامستك عن بُعد.,I write you because it’s the only way to touch you from afar.
4,حين تغيب، أنظر إلى يدي كأنها فقدت شيئًا كان يملأها دفئًا.,"When you’re gone, I look at my hands, empty of your warmth."
4,أنتَ الفاصل بين العزلة والأمل، بين الحنين والانطفاء.,"You’re the thin line between hope and isolation, fire and stillness."
4,أراك في عيون العابرين، ثم أعود أفتقدك أكثر.,"I see your shadow in strangers, and miss you deeper each time."
4,كل الحكايات تنتهي، إلا الحكاية التي تبدأ باسمك.,"All stories end, except the one your name began."
4,أنت سري الذي لا يعرفه أحد، رغم أن الكل يقرأني حين أذكرك.,"You are my secret no one knows, though everyone hears you in my voice."
4,أشتاقك كما يشتاق الناي أنفاس العاشقين.,I miss you like the flute misses the breath of lovers.
4,لا أعرف كيف أشرح لك الشوق، لكنه يسكنني كما يسكن الليل القمر.,"I cannot describe longing, but it owns me like the moon owns night."
4,أنت في غيابي عنك... أقرب مما تتخيل، وأبعد مما أتحمل.,"I am closer than you think, farther than I can bear."
4,حين أغمض عيني، أراك، وحين أفتحها... أشتاق أكثر.,"When I close my eyes, I see you. When I open them, I miss you more."
4,أنا الذي أكتبك في قلبي قبل أوراقي، وأهمس باسمك في صلاتي.,"You are the whisper between my heartbeats, the Amen in my silence."
4,أنت الغائب الوحيد الذي لا يغادرني، حتى حين أنشغل عنك.,"You’re the only absence that never leaves, even when I’m busy."
4,كل حب قبلك كان تمهيدًا، وكل حب بعدك لا معنى له.,Every love before you was a rehearsal. Every love after is empty.
4,أنتَ رسالتي الطويلة للكون، وخيبتي القصيرة من المسافات.,"You are my message to the universe, and my disappointment with distance."
4,أراك حين أبكي، وحين أضحك، وحين أصمت... فأنت في كل شيء.,"I see you in tears, laughter, and silence. You are in everything."
4,ما عدت أبحث عنك، أنت بداخلي تسكن الوجدان بلا استئذان.,I no longer seek you—you dwell inside me without asking.
4,أنتَ وجعي الجميل، وجنوني الصامت، وصمتي الناطق شوقًا.,"You are my beautiful ache, my quiet madness, my speaking silence."
